City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current description
456,Teguldet,RU,2022-07-25 22:29:27,57.3064,88.1667,48.04,97,9,3.6,clear sky
457,Huarmey,PE,2022-07-25 22:29:28,-10.0681,-78.1522,66.15,77,36,10.56,scattered clouds
458,Guapi,CO,2022-07-25 22:29:28,2.5708,-77.8854,77.67,89,82,6.49,moderate rain
459,Yatou,CN,2022-07-25 22:29:29,37.15,122.3833,73.26,83,1,4.0,clear sky
460,Mildura,AU,2022-07-25 22:29:29,-34.2,142.15,42.08,90,1,12.19,clear sky
461,Nakapiripirit,UG,2022-07-25 22:29:30,1.9167,34.7833,67.95,75,86,2.55,light rain
462,Roald,NO,2022-07-25 22:26:04,62.5833,6.1333,63.16,82,100,10.36,overcast clouds
463,Hambantota,LK,2022-07-25 22:26:19,6.1241,81.1185,78.03,87,100,11.05,moderate rain
464,Lakes Entrance,AU,2022-07-25 22:29:30,-37.8811,147.981,50.16,89,100,12.35,overcast clouds
465,Asyut,EG,2022-07-25 22:29:31,27.181,31.1837,86.18,18,0,5.55,clear sky
466,Sassandra,CI,2022-07-25 22:29:31,4.95,-6.0833,73.06,82,34,5.46,scattered clouds
467,Olinda,BR,2022-07-25 22:29:31,-8.0089,-34.8553,74.93,73,75,8.05,broken clouds
468,Kalemie,CD,2022-07-25 22:29:32,-5.9475,29.1947,71.42,61,17,1.48,few clouds
469,Mporokoso,ZM,2022-07-25 22:29:32,-9.3727,30.125,58.78,62,35,7.29,scattered clouds
470,Ypsonas,CY,2022-07-25 22:29:32,34.6884,32.9574,77.97,83,0,5.75,clear sky
471,Milkovo,RU,2022-07-25 22:29:33,54.7167,158.6167,63.09,64,71,3.13,broken clouds
472,Mitsamiouli,KM,2022-07-25 22:29:33,-11.3847,43.2844,76.21,71,9,7.47,clear sky
473,Pozo Colorado,PY,2022-07-25 22:29:34,-23.4923,-58.7972,82.94,31,0,4.5,clear sky
474,Ponta Delgada,PT,2022-07-25 22:29:34,37.7333,-25.6667,72.32,88,20,8.05,few clouds
475,Eyl,SO,2022-07-25 22:29:35,7.9803,49.8164,76.75,73,95,26.53,overcast clouds
476,Nouadhibou,MR,2022-07-25 22:26:19,20.931,-17.0347,78.78,73,0,5.75,clear sky
477,Nakusp,CA,2022-07-25 22:29:35,50.2499,-117.8023,90.48,30,28,2.3,scattered clouds
478,Lake City,US,2022-07-25 22:25:31,30.1897,-82.6393,91.62,62,0,9.22,clear sky
479,Sechura,PE,2022-07-25 22:29:36,-5.5569,-80.8222,72.77,65,24,17.22,few clouds
480,Babu,CN,2022-07-25 22:29:36,24.4167,111.5167,78.76,78,4,1.7,clear sky
481,Zwedru,LR,2022-07-25 22:29:36,6.0667,-8.1281,72.34,83,60,3.53,broken clouds
482,Aklavik,CA,2022-07-25 22:29:37,68.2191,-135.0107,73.65,39,26,15.37,scattered clouds
483,Mashhad,IR,2022-07-25 22:29:37,36.297,59.6062,78.94,44,0,4.61,clear sky
484,Punta Cardon,VE,2022-07-25 22:29:37,11.6581,-70.215,81.99,71,93,29.33,overcast clouds
485,Kurchum,KZ,2022-07-25 22:29:38,48.5722,83.6542,59.31,53,0,8.03,clear sky
486,Humberto De Campos,BR,2022-07-25 22:29:38,-2.5983,-43.4611,77.23,85,99,3.98,overcast clouds
487,Nong Ki,TH,2022-07-25 22:29:38,14.6868,102.538,82.51,79,92,5.12,overcast clouds
488,Awallan,PH,2022-07-25 22:29:39,17.9244,121.913,76.91,87,99,1.99,overcast clouds
489,Berlevag,NO,2022-07-25 22:29:39,70.8578,29.0864,55.2,93,100,16.11,overcast clouds
490,Tarakan,ID,2022-07-25 22:29:40,3.3,117.6333,79.63,80,99,5.35,overcast clouds
491,Luwingu,ZM,2022-07-25 22:29:40,-10.2621,29.9271,62.35,53,78,7.7,broken clouds
492,Magalia,US,2022-07-25 22:29:41,39.8121,-121.5783,90.95,11,3,7.81,clear sky
493,Berberati,CF,2022-07-25 22:29:41,4.2612,15.7922,68.47,98,100,1.97,light rain
494,Ampanihy,MG,2022-07-25 22:29:41,-24.7,44.75,60.67,91,12,3.53,few clouds
495,Biak,ID,2022-07-25 22:29:42,-0.9131,122.8766,74.7,86,95,6.29,overcast clouds
496,Beloha,MG,2022-07-25 22:29:42,-25.1667,45.05,62.47,89,15,3.67,few clouds
497,Baiquan,CN,2022-07-25 22:29:42,47.5833,126.0833,70.09,87,14,6.35,few clouds
498,North Bend,US,2022-07-25 22:29:43,43.4065,-124.2243,89.24,79,0,21.85,clear sky
499,Inhambane,MZ,2022-07-25 22:26:13,-23.865,35.3833,60.66,81,0,9.26,clear sky
500,Darnah,LY,2022-07-25 22:29:43,32.767,22.6367,80.31,70,0,15.05,clear sky
501,Shubarshi,KZ,2022-07-25 22:29:44,48.5872,57.1869,74.71,50,100,11.16,light rain
502,Papetoai,PF,2022-07-25 22:29:44,-17.4961,-149.8729,83.79,85,80,3.6,moderate rain
503,Harnosand,SE,2022-07-25 22:29:45,62.6323,17.9379,64.42,96,100,17.45,overcast clouds
504,Faya,SA,2022-07-25 22:26:41,18.3851,42.4509,66.72,60,100,2.8,moderate rain
505,Macau,MO,2022-07-25 22:29:45,22.2006,113.5461,87.85,79,20,9.22,few clouds
506,Imeni Poliny Osipenko,RU,2022-07-25 22:28:04,52.4201,136.4853,59.63,91,96,8.03,overcast clouds
507,Bejar,ES,2022-07-25 22:29:46,40.3864,-5.7634,69.39,43,0,5.39,clear sky
508,Grindavik,IS,2022-07-25 22:26:42,63.8424,-22.4338,51.75,87,75,6.91,broken clouds
509,Vila Franca Do Campo,PT,2022-07-25 22:29:46,37.7167,-25.4333,72.01,90,45,3.04,scattered clouds
510,Borba,BR,2022-07-25 22:26:32,-4.3878,-59.5939,81.93,59,25,3.8,scattered clouds
511,Fenton,US,2022-07-25 22:25:21,42.7978,-83.7049,77.09,51,75,11.5,broken clouds
512,Puri,IN,2022-07-25 22:29:47,19.8,85.85,79.32,82,82,10.16,broken clouds
513,Lamar,US,2022-07-25 22:29:47,33.6668,-95.5836,100.38,32,20,10.36,few clouds
514,Durango,MX,2022-07-25 22:25:22,24.8333,-104.8333,82.87,23,74,11.81,broken clouds
515,Taltal,CL,2022-07-25 22:29:48,-25.4,-70.4833,59.23,81,22,5.41,few clouds
516,Doha,QA,2022-07-25 22:29:48,25.2867,51.5333,94.98,45,0,8.05,clear sky
517,Mezen,RU,2022-07-25 22:29:49,65.8522,44.24,46.8,88,7,4.9,clear sky
518,Eunice,US,2022-07-25 22:29:49,30.4944,-92.4176,91.6,50,81,15.03,broken clouds
519,Ladovskaya Balka,RU,2022-07-25 22:29:49,45.6297,41.4023,67.89,75,80,9.51,broken clouds
520,Kayseri,TR,2022-07-25 22:29:50,38.737,35.4968,62.62,67,0,6.91,clear sky
521,Usak,TR,2022-07-25 22:29:50,38.5,29.4167,67.35,44,0,8.99,clear sky
522,Kompaniyivka,UA,2022-07-25 22:29:51,48.2511,32.208,62.98,73,26,7.43,scattered clouds
523,Ahipara,NZ,2022-07-25 22:29:19,-35.1667,173.1667,56.77,87,76,22.79,broken clouds
524,Mragowo,PL,2022-07-25 22:29:51,53.8644,21.3051,62.6,77,58,8.1,broken clouds
525,Aranos,NA,2022-07-25 22:29:52,-24.1333,19.1167,62.49,28,86,6.85,overcast clouds
526,Muravlenko,RU,2022-07-25 22:29:52,63.7898,74.523,49.28,73,52,6.22,broken clouds
527,Rawson,AR,2022-07-25 22:29:52,-43.3002,-65.1023,44.73,94,100,11.65,moderate rain
528,Thunder Bay,CA,2022-07-25 22:25:15,48.4001,-89.3168,76.91,38,40,13.8,scattered clouds
529,Aksu,CN,2022-07-25 22:27:58,41.1231,80.2644,81.52,23,8,2.44,clear sky
530,Dudinka,RU,2022-07-25 22:29:53,69.4058,86.1778,54.63,87,100,9.15,overcast clouds
531,Fare,PF,2022-07-25 22:29:53,-16.7,-151.0167,76.8,79,73,9.75,moderate rain
532,Arlit,NE,2022-07-25 22:26:28,18.7369,7.3853,100.71,12,2,6.42,clear sky
533,Progreso,MX,2022-07-25 22:29:54,21.2833,-89.6667,77.11,69,52,15.86,broken clouds
534,Mazagao,BR,2022-07-25 22:29:54,-0.115,-51.2894,80.65,78,62,7.0,light rain
535,Tibu,CO,2022-07-25 22:29:55,8.639,-72.7358,89.85,55,29,3.27,scattered clouds
536,Bartica,GY,2022-07-25 22:29:55,6.4,-58.6167,84.52,94,66,3.04,broken clouds
537,Nioro,GM,2022-07-25 22:29:55,13.35,-15.75,75.69,94,100,12.06,light rain
538,Atbasar,KZ,2022-07-25 22:29:56,51.8,68.3333,69.89,46,83,6.26,broken clouds
539,Dehloran,IR,2022-07-25 22:29:56,32.6941,47.2679,91.42,8,0,7.14,clear sky
540,Mananjary,MG,2022-07-25 22:29:57,-21.2167,48.3333,65.23,93,35,4.16,scattered clouds
541,Opuwo,NA,2022-07-25 22:29:57,-18.0607,13.84,62.62,34,19,5.19,few clouds
542,Kerman,IR,2022-07-25 22:29:57,30.2832,57.0788,82.26,30,40,4.61,scattered clouds
543,Paso De Los Toros,UY,2022-07-25 22:29:58,-32.8167,-56.5167,65.37,97,59,9.28,broken clouds
544,Kuala Pilah,MY,2022-07-25 22:29:58,2.7389,102.2487,73.63,97,99,2.48,overcast clouds
545,Saint-Francois,FR,2022-07-25 22:29:58,46.4154,3.9054,65.64,88,75,6.91,broken clouds
546,Kibala,TD,2022-07-25 22:29:59,9.1104,18.3463,78.75,73,20,11.5,thunderstorm
547,Colares,PT,2022-07-25 22:29:59,38.7992,-9.4469,71.29,68,0,23.0,clear sky
548,Senanga,ZM,2022-07-25 22:30:00,-16.1167,23.2667,58.26,43,0,6.96,clear sky
549,Shimoda,JP,2022-07-25 22:30:00,34.6667,138.95,78.1,91,100,9.98,light rain
550,Tabuk,PH,2022-07-25 22:30:00,17.4189,121.4443,75.09,92,96,2.59,overcast clouds
551,Norfolk,US,2022-07-25 22:30:01,42.1668,-71.2495,89.49,51,40,17.27,scattered clouds
552,Mujiayingzi,CN,2022-07-25 22:30:01,42.1167,118.7833,72.72,72,88,5.75,overcast clouds
553,Madera,US,2022-07-25 22:27:57,37.1666,-119.8343,105.39,17,0,1.99,clear sky
554,Viru,PE,2022-07-25 22:30:02,-8.4167,-78.75,66.0,78,62,5.19,broken clouds
555,Bereda,ES,2022-07-25 22:30:03,43.2686,-7.5406,60.58,100,17,3.62,few clouds
556,Calama,CL,2022-07-25 22:30:03,-22.4667,-68.9333,68.49,10,0,17.27,clear sky
557,Dire Dawa,ET,2022-07-25 22:30:04,9.5931,41.8661,72.77,50,96,23.58,overcast clouds
558,Kjollefjord,NO,2022-07-25 22:30:04,70.9457,27.3465,53.65,94,75,0.0,light rain
559,Jiuquan,CN,2022-07-25 22:30:05,39.7432,98.5174,74.21,35,98,8.9,overcast clouds
560,San Juan,AR,2022-07-25 22:25:46,-31.5375,-68.5364,60.42,65,82,7.4,broken clouds
561,Misratah,LY,2022-07-25 22:30:06,32.3754,15.0925,81.12,73,0,8.55,clear sky
562,Soma,TR,2022-07-25 22:30:06,39.1855,27.6094,69.48,63,0,7.72,clear sky
563,Cambe,BR,2022-07-25 22:30:07,-23.2758,-51.2783,77.68,36,0,2.3,clear sky
564,Erenhot,CN,2022-07-25 22:23:40,43.6475,111.9767,76.55,40,100,11.25,overcast clouds
565,Sao Felix Do Xingu,BR,2022-07-25 22:30:07,-6.6447,-51.995,80.33,42,36,0.65,scattered clouds
566,Tocopilla,CL,2022-07-25 22:30:08,-22.092,-70.1979,62.01,73,24,7.18,few clouds
567,Alice Springs,AU,2022-07-25 22:28:24,-23.7,133.8833,36.95,87,0,0.0,clear sky
568,Hay River,CA,2022-07-25 22:30:08,60.8156,-115.7999,71.58,43,20,13.8,few clouds
569,Barauna,BR,2022-07-25 22:30:09,-5.08,-37.6167,78.19,60,92,10.25,overcast clouds
570,Gurlan,UZ,2022-07-25 22:30:09,41.8447,60.3919,84.27,43,96,15.12,overcast clouds
571,Ayorou,NE,2022-07-25 22:30:10,14.7308,0.9174,85.69,55,94,17.16,overcast clouds
572,Nanaimo,CA,2022-07-25 22:28:37,49.1663,-123.936,86.11,55,0,24.16,clear sky
573,Fort Smith,US,2022-07-25 22:30:11,35.3859,-94.3986,105.35,28,0,9.22,clear sky
574,Rayong,TH,2022-07-25 22:30:11,12.8333,101.4333,81.79,99,61,1.39,broken clouds
575,Camacha,PT,2022-07-25 22:27:19,33.0833,-16.3333,69.22,88,20,14.97,few clouds
576,Praia Da Vitoria,PT,2022-07-25 22:26:55,38.7333,-27.0667,75.76,94,40,2.62,scattered clouds
577,Madang,PG,2022-07-25 22:27:21,-5.2246,145.7966,78.31,88,40,3.18,scattered clouds
578,Bintulu,MY,2022-07-25 22:30:12,3.1667,113.0333,75.61,94,40,3.44,light rain
579,Svetlogorsk,BY,2022-07-25 22:29:52,52.6333,29.7333,57.45,95,2,5.7,clear sky
580,Samarai,PG,2022-07-25 22:30:13,-10.6167,150.6667,79.21,80,84,16.71,light rain
581,Middletown,US,2022-07-25 22:26:27,39.5151,-84.3983,80.98,67,0,11.99,clear sky
582,Fort Nelson,CA,2022-07-25 22:29:22,58.8053,-122.7002,74.79,41,75,4.61,broken clouds
583,Talaya,RU,2022-07-25 22:30:14,61.3833,152.75,68.65,39,11,4.61,few clouds
584,Chumikan,RU,2022-07-25 22:30:15,54.7183,135.315,55.47,88,99,4.72,overcast clouds
585,Richards Bay,ZA,2022-07-25 22:24:53,-28.783,32.0377,59.09,69,35,5.41,scattered clouds
586,Koungheul,SN,2022-07-25 22:30:15,13.9833,-14.8,76.87,92,97,11.56,light rain
587,Kahului,US,2022-07-25 22:27:49,20.8947,-156.47,86.02,64,20,25.32,few clouds
588,Kargil,IN,2022-07-25 22:30:16,34.5667,76.1,60.03,66,58,5.66,broken clouds
589,Luena,AO,2022-07-25 22:30:17,-11.7833,19.9167,56.32,38,0,4.56,clear sky
590,La Roche-Sur-Yon,FR,2022-07-25 22:30:04,46.6667,-1.4333,61.07,88,0,4.61,clear sky
591,Roros,NO,2022-07-25 22:27:46,62.5747,11.3842,49.84,100,20,2.3,few clouds
592,Mecca,SA,2022-07-25 22:30:18,21.4267,39.8261,88.99,48,99,7.47,overcast clouds
593,Waki,JP,2022-07-25 22:30:18,34.0667,134.15,84.02,83,79,1.83,broken clouds
594,Vestmannaeyjar,IS,2022-07-25 22:26:16,63.4427,-20.2734,53.06,77,100,9.26,overcast clouds
595,Coro,VE,2022-07-25 22:30:19,11.4045,-69.6734,80.82,79,30,19.77,scattered clouds
596,Big Spring,US,2022-07-25 22:30:20,32.2504,-101.4787,99.23,22,0,11.5,clear sky
597,Guane,CU,2022-07-25 22:30:20,22.2025,-84.0875,86.94,55,71,6.64,broken clouds
598,Mount Isa,AU,2022-07-25 22:26:51,-20.7333,139.5,58.77,55,0,14.97,clear sky
599,Mana,GF,2022-07-25 22:30:20,5.6592,-53.7767,79.02,88,99,7.72,overcast clouds
600,Laguna,US,2022-07-25 22:30:21,38.421,-121.4238,100.31,29,0,9.22,clear sky
601,La Ronge,CA,2022-07-25 22:30:22,55.1001,-105.2842,75.42,38,75,14.97,broken clouds
602,Sayyan,YE,2022-07-25 22:29:46,15.1718,44.3244,64.31,66,100,1.68,overcast clouds
603,Kokopo,PG,2022-07-25 22:30:22,-4.352,152.2633,82.11,70,9,3.67,clear sky
604,Winslow,US,2022-07-25 22:30:23,35.0242,-110.6974,86.18,37,0,3.44,clear sky
605,Fairbanks,US,2022-07-25 22:26:16,64.8378,-147.7164,73.4,53,75,11.5,broken clouds
606,Southbridge,US,2022-07-25 22:30:23,42.0751,-72.0334,84.24,78,88,1.01,overcast clouds
607,Paracatu,BR,2022-07-25 22:30:24,-17.2222,-46.8747,68.61,43,0,2.06,clear sky
608,Bathurst,AU,2022-07-25 22:30:25,-33.4166,149.5806,51.71,99,100,3.0,overcast clouds
609,Usinsk,RU,2022-07-25 22:30:25,65.9939,57.5281,49.77,73,100,18.54,overcast clouds
610,Eureka,US,2022-07-25 22:30:25,40.8021,-124.1637,75.2,76,51,5.01,broken clouds
611,Sainte-Maxime,FR,2022-07-25 22:30:26,43.3,6.6333,80.76,77,13,3.6,few clouds
612,Bathsheba,BB,2022-07-25 22:26:04,13.2167,-59.5167,81.21,92,40,13.8,scattered clouds
613,Yuyao,CN,2022-07-25 22:30:26,30.05,121.1494,78.57,78,85,2.24,overcast clouds
614,Cap Malheureux,MU,2022-07-25 22:30:27,-19.9842,57.6142,67.46,79,7,1.99,clear sky
615,Khor,RU,2022-07-25 22:30:28,47.8861,134.9464,71.24,83,18,4.94,few clouds
616,Iqaluit,CA,2022-07-25 22:30:28,63.7506,-68.5145,47.93,81,20,10.36,few clouds
617,Catamarca,AR,2022-07-25 22:30:28,-28.4696,-65.7852,76.77,57,10,1.99,clear sky
618,Roswell,US,2022-07-25 22:30:29,34.0232,-84.3616,88.59,73,40,8.05,scattered clouds
619,Arroyo,ES,2022-07-25 22:30:29,41.6096,-4.7969,68.14,68,0,13.8,clear sky
620,Graaff-Reinet,ZA,2022-07-25 22:30:30,-32.2522,24.5308,49.84,42,0,7.0,clear sky
621,Rio Grande,BR,2022-07-25 22:28:04,-32.035,-52.0986,62.71,97,95,5.68,overcast clouds
622,Yuksekova,TR,2022-07-25 22:30:30,37.5736,44.2872,56.95,67,0,2.3,clear sky
623,Gold Coast,AU,2022-07-25 22:30:24,-28.0,153.4333,61.18,90,1,6.91,clear sky
624,Shakhtinsk,KZ,2022-07-25 22:30:31,49.71,72.5872,63.68,45,3,8.52,clear sky
625,Khani,GE,2022-07-25 22:30:31,41.9563,42.9566,53.17,86,1,4.05,clear sky
626,Cedro,BR,2022-07-25 22:30:32,-6.6067,-39.0622,78.62,43,73,10.67,broken clouds
627,Joliet,US,2022-07-25 22:30:32,41.525,-88.0817,78.91,64,40,6.91,scattered clouds
628,Mandan,US,2022-07-25 22:26:17,46.8267,-100.8896,85.8,52,0,11.5,clear sky
629,Hofn,IS,2022-07-25 22:26:02,64.2539,-15.2082,51.21,88,77,5.73,broken clouds
630,Maxixe,MZ,2022-07-25 22:30:33,-23.8597,35.3472,59.36,85,0,7.58,clear sky
631,Kavaratti,IN,2022-07-25 22:30:33,10.5669,72.642,81.41,76,48,16.08,scattered clouds
632,Bubaque,GW,2022-07-25 22:27:18,11.2833,-15.8333,77.92,83,100,8.95,moderate rain
633,Kindersley,CA,2022-07-25 22:30:34,51.4668,-109.1682,66.22,72,75,11.5,broken clouds
634,Berbera,SO,2022-07-25 22:30:34,10.4396,45.0143,90.84,36,97,19.08,overcast clouds
635,Junction City,US,2022-07-25 22:27:32,39.0286,-96.8314,77.4,85,75,13.8,broken clouds
636,Guider,CM,2022-07-25 22:30:35,9.9342,13.9486,72.59,91,77,5.99,light rain
637,Atasu,KZ,2022-07-25 22:30:35,48.6814,71.6433,67.08,33,39,8.25,scattered clouds
638,Sisimiut,GL,2022-07-25 22:30:35,66.9395,-53.6735,44.4,84,99,10.69,overcast clouds
639,Kiunga,PG,2022-07-25 22:30:36,-6.1219,141.2906,74.32,99,100,2.71,overcast clouds
640,Ilulissat,GL,2022-07-25 22:30:36,69.2167,-51.1,46.42,87,75,3.44,broken clouds
641,Kozhevnikovo,RU,2022-07-25 22:30:37,56.2589,83.9714,50.25,92,95,2.86,overcast clouds
642,Mangrol,IN,2022-07-25 22:30:37,21.1167,70.1167,81.81,79,100,15.88,light rain
643,Nosy Varika,MG,2022-07-25 22:30:38,-20.5833,48.5333,64.76,91,31,3.62,scattered clouds
644,Pringsewu,ID,2022-07-25 22:30:38,-5.3582,104.9744,71.82,98,87,2.95,overcast clouds
645,Mayo,US,2022-07-25 22:25:48,38.8876,-76.5119,85.46,89,93,1.01,overcast clouds
646,Plouzane,FR,2022-07-25 22:30:39,48.3833,-4.6167,61.12,88,100,5.75,overcast clouds
647,Portobelo,PA,2022-07-25 22:30:39,9.55,-79.65,76.75,89,100,6.71,overcast clouds
648,Barcelos,PT,2022-07-25 22:30:39,41.5388,-8.6151,68.68,89,0,4.36,clear sky
649,Jiangyou,CN,2022-07-25 22:30:40,31.7667,104.7167,76.44,88,6,3.71,clear sky
650,Karasuk,RU,2022-07-25 22:30:40,53.7377,78.0403,61.29,59,12,5.1,few clouds
651,Xining,CN,2022-07-25 22:30:41,36.6167,101.7667,57.97,59,48,2.77,scattered clouds
652,Novobiryusinskiy,RU,2022-07-25 22:30:41,56.9578,97.7076,54.61,86,100,8.03,overcast clouds
653,Rock Sound,BS,2022-07-25 22:30:41,24.9,-76.2,82.8,77,100,17.52,overcast clouds
654,Male,MV,2022-07-25 22:27:24,4.1748,73.5089,80.55,89,40,13.8,scattered clouds
655,Kaura Namoda,NG,2022-07-25 22:30:42,12.5898,6.5779,79.38,75,52,15.66,broken clouds
656,Berdigestyakh,RU,2022-07-25 22:30:42,62.0989,126.6992,73.71,62,76,6.24,broken clouds
657,Tommot,RU,2022-07-25 22:30:43,58.9564,126.2925,75.29,60,40,3.15,scattered clouds
658,Abu Kamal,SY,2022-07-25 22:30:43,34.4506,40.9171,86.74,15,0,8.9,clear sky
659,Waipawa,NZ,2022-07-25 22:30:44,-41.4122,175.5153,52.65,96,100,12.93,light rain
660,Necochea,AR,2022-07-25 22:28:10,-38.5473,-58.7368,51.84,88,100,14.14,overcast clouds
661,Port-Gentil,GA,2022-07-25 22:30:44,-0.7193,8.7815,74.19,81,92,14.09,overcast clouds
662,Logan,US,2022-07-25 22:25:57,41.7355,-111.8344,93.69,33,0,5.01,clear sky
663,Amambai,BR,2022-07-25 22:30:45,-23.1042,-55.2258,73.49,36,1,5.59,clear sky
664,Kodinar,IN,2022-07-25 22:30:45,20.7903,70.7031,80.91,81,100,14.09,light rain
665,Merritt,CA,2022-07-25 22:30:45,50.1123,-120.7942,90.79,28,32,7.61,scattered clouds
666,Pemangkat,ID,2022-07-25 22:30:46,1.1667,108.9667,77.59,88,100,7.29,overcast clouds
667,Belmonte,BR,2022-07-25 22:30:46,-15.8631,-38.8828,71.44,80,54,8.61,broken clouds
668,Sumbal,IN,2022-07-25 22:30:46,34.2333,74.6333,68.07,91,93,0.92,overcast clouds
669,Pitimbu,BR,2022-07-25 22:30:47,-7.4706,-34.8086,75.79,80,62,12.35,broken clouds
670,Amol,IR,2022-07-25 22:30:47,36.4696,52.3507,72.39,84,44,2.13,scattered clouds
671,Markova,UA,2022-07-25 22:30:48,48.6758,24.4138,58.59,67,0,4.85,clear sky
672,Manggar,ID,2022-07-25 22:30:48,-2.8833,108.2667,80.62,78,99,13.33,overcast clouds
673,Aksarka,RU,2022-07-25 22:30:48,66.5606,67.7975,50.4,79,96,16.87,overcast clouds
674,Haapiti,PF,2022-07-25 22:30:49,-17.5667,-149.8667,83.93,83,85,2.57,moderate rain
675,Zambezi,ZM,2022-07-25 22:30:49,-13.5432,23.1047,55.56,44,0,5.86,clear sky
676,Terrace Bay,CA,2022-07-25 22:30:49,48.7834,-87.1,55.11,68,17,10.42,few clouds
677,Zhigansk,RU,2022-07-25 22:30:50,66.7697,123.3711,67.71,56,10,1.97,clear sky
678,Dubbo,AU,2022-07-25 22:30:50,-32.25,148.6167,50.13,93,100,9.22,overcast clouds
679,Kendari,ID,2022-07-25 22:30:50,-3.945,122.4989,73.85,93,37,2.8,scattered clouds
680,Pereira Barreto,BR,2022-07-25 22:30:51,-20.6383,-51.1092,75.79,35,6,2.1,clear sky
681,Gardez,AF,2022-07-25 22:30:51,33.5974,69.2259,64.36,85,35,2.71,scattered clouds
682,Tazovskiy,RU,2022-07-25 22:30:52,67.4667,78.7,49.05,84,100,10.07,overcast clouds
683,Taree,AU,2022-07-25 22:30:52,-31.9,152.4667,58.1,84,32,2.82,scattered clouds
684,Hit,IQ,2022-07-25 22:30:52,33.6416,42.8251,88.68,13,0,7.9,clear sky
685,Mangai,CD,2022-07-25 22:30:53,-4.05,19.5333,76.14,62,79,2.28,broken clouds
686,Chhindwara,IN,2022-07-25 22:30:53,22.0667,78.9333,71.49,95,100,0.38,light rain
687,Luebo,CD,2022-07-25 22:30:54,-5.35,21.4167,78.94,37,54,1.16,broken clouds
